"category","type","combination","item","count","recommendation","details"
"FAIL_WRONG_RESULTS","Cardio","Cardio > Casa sem equipamento > Peso corporal > no_equipment","cardio>place_home_no_equipment>bodyweight>no_equipment","0","A. corrigir filtro; validar equipamento/local antes de devolver resultados","Resultado fora do tipo esperado: Mountain climbers"
"FAIL_WRONG_RESULTS","Cardio","Cardio > Casa sem equipamento > Peso corporal > hiit","cardio>place_home_no_equipment>bodyweight>hiit","0","A. corrigir filtro; validar equipamento/local antes de devolver resultados","Resultado fora do tipo esperado: Mountain climbers"
"FAIL_WRONG_RESULTS","Cardio","Cardio > Casa sem equipamento > hiit > no_equipment","cardio>place_home_no_equipment>hiit>no_equipment","0","A. corrigir filtro; validar equipamento/local antes de devolver resultados","Resultado fora do tipo esperado: Mountain climbers"
"FAIL_WRONG_RESULTS","Cardio","Cardio > Casa sem equipamento > hiit > hiit","cardio>place_home_no_equipment>hiit>hiit","0","A. corrigir filtro; validar equipamento/local antes de devolver resultados","Resultado fora do tipo esperado: Mountain climbers"
"FAIL_WRONG_RESULTS","Cardio","Cardio > Casa equipada > Peso corporal > no_equipment","cardio>place_home_equipped>bodyweight>no_equipment","0","A. corrigir filtro; validar equipamento/local antes de devolver resultados","Resultado fora do tipo esperado: Mountain climbers"
"FAIL_WRONG_RESULTS","Cardio","Cardio > Casa equipada > Peso corporal > hiit","cardio>place_home_equipped>bodyweight>hiit","0","A. corrigir filtro; validar equipamento/local antes de devolver resultados","Resultado fora do tipo esperado: Mountain climbers"
"FAIL_WRONG_RESULTS","Cardio","Cardio > Casa equipada > hiit > no_equipment","cardio>place_home_equipped>hiit>no_equipment","0","A. corrigir filtro; validar equipamento/local antes de devolver resultados","Resultado fora do tipo esperado: Mountain climbers"
"FAIL_WRONG_RESULTS","Cardio","Cardio > Casa equipada > hiit > hiit","cardio>place_home_equipped>hiit>hiit","0","A. corrigir filtro; validar equipamento/local antes de devolver resultados","Resultado fora do tipo esperado: Mountain climbers"
"FAIL_WRONG_RESULTS","Cardio","Cardio > Ginasio > Peso corporal > no_equipment","cardio>place_gym>bodyweight>no_equipment","0","A. corrigir filtro; validar equipamento/local antes de devolver resultados","Resultado fora do tipo esperado: Mountain climbers"
"FAIL_WRONG_RESULTS","Cardio","Cardio > Ginasio > Peso corporal > hiit","cardio>place_gym>bodyweight>hiit","0","A. corrigir filtro; validar equipamento/local antes de devolver resultados","Resultado fora do tipo esperado: Mountain climbers"
"FAIL_WRONG_RESULTS","Cardio","Cardio > Ginasio > hiit > no_equipment","cardio>place_gym>hiit>no_equipment","0","A. corrigir filtro; validar equipamento/local antes de devolver resultados","Resultado fora do tipo esperado: Mountain climbers"
"FAIL_WRONG_RESULTS","Cardio","Cardio > Ginasio > hiit > hiit","cardio>place_gym>hiit>hiit","0","A. corrigir filtro; validar equipamento/local antes de devolver resultados","Resultado fora do tipo esperado: Mountain climbers"
"FAIL_WRONG_RESULTS","Cardio","Cardio > Dojo > Peso corporal > no_equipment","cardio>place_dojo>bodyweight>no_equipment","0","A. corrigir filtro; validar equipamento/local antes de devolver resultados","Resultado fora do tipo esperado: Mountain climbers"
"FAIL_WRONG_RESULTS","Cardio","Cardio > Dojo > Peso corporal > hiit","cardio>place_dojo>bodyweight>hiit","0","A. corrigir filtro; validar equipamento/local antes de devolver resultados","Resultado fora do tipo esperado: Mountain climbers"
"FAIL_WRONG_RESULTS","Cardio","Cardio > Dojo > hiit > no_equipment","cardio>place_dojo>hiit>no_equipment","0","A. corrigir filtro; validar equipamento/local antes de devolver resultados","Resultado fora do tipo esperado: Mountain climbers"
"FAIL_WRONG_RESULTS","Cardio","Cardio > Dojo > hiit > hiit","cardio>place_dojo>hiit>hiit","0","A. corrigir filtro; validar equipamento/local antes de devolver resultados","Resultado fora do tipo esperado: Mountain climbers"
"FAIL_WRONG_RESULTS","Cardio","Cardio > Tatami > Peso corporal > no_equipment","cardio>place_tatami>bodyweight>no_equipment","0","A. corrigir filtro; validar equipamento/local antes de devolver resultados","Resultado fora do tipo esperado: Mountain climbers"
"FAIL_WRONG_RESULTS","Cardio","Cardio > Tatami > Peso corporal > hiit","cardio>place_tatami>bodyweight>hiit","0","A. corrigir filtro; validar equipamento/local antes de devolver resultados","Resultado fora do tipo esperado: Mountain climbers"
"FAIL_WRONG_RESULTS","Cardio","Cardio > Tatami > hiit > no_equipment","cardio>place_tatami>hiit>no_equipment","0","A. corrigir filtro; validar equipamento/local antes de devolver resultados","Resultado fora do tipo esperado: Mountain climbers"
"FAIL_WRONG_RESULTS","Cardio","Cardio > Tatami > hiit > hiit","cardio>place_tatami>hiit>hiit","0","A. corrigir filtro; validar equipamento/local antes de devolver resultados","Resultado fora do tipo esperado: Mountain climbers"
"FAIL_WRONG_RESULTS","Cardio","Cardio > Exterior > Peso corporal > no_equipment","cardio>place_outdoor>bodyweight>no_equipment","0","A. corrigir filtro; validar equipamento/local antes de devolver resultados","Resultado fora do tipo esperado: Mountain climbers"
"FAIL_WRONG_RESULTS","Cardio","Cardio > Exterior > Peso corporal > hiit","cardio>place_outdoor>bodyweight>hiit","0","A. corrigir filtro; validar equipamento/local antes de devolver resultados","Resultado fora do tipo esperado: Mountain climbers"
"FAIL_WRONG_RESULTS","Cardio","Cardio > Exterior > hiit > no_equipment","cardio>place_outdoor>hiit>no_equipment","0","A. corrigir filtro; validar equipamento/local antes de devolver resultados","Resultado fora do tipo esperado: Mountain climbers"
"FAIL_WRONG_RESULTS","Cardio","Cardio > Exterior > hiit > hiit","cardio>place_outdoor>hiit>hiit","0","A. corrigir filtro; validar equipamento/local antes de devolver resultados","Resultado fora do tipo esperado: Mountain climbers"
"FAIL_WRONG_RESULTS","Cardio","Cardio > Trabalho ou viagem > Peso corporal > no_equipment","cardio>place_work_travel>bodyweight>no_equipment","0","A. corrigir filtro; validar equipamento/local antes de devolver resultados","Resultado fora do tipo esperado: Mountain climbers"
"FAIL_WRONG_RESULTS","Cardio","Cardio > Trabalho ou viagem > Peso corporal > hiit","cardio>place_work_travel>bodyweight>hiit","0","A. corrigir filtro; validar equipamento/local antes de devolver resultados","Resultado fora do tipo esperado: Mountain climbers"
"FAIL_WRONG_RESULTS","Cardio","Cardio > Trabalho ou viagem > hiit > no_equipment","cardio>place_work_travel>hiit>no_equipment","0","A. corrigir filtro; validar equipamento/local antes de devolver resultados","Resultado fora do tipo esperado: Mountain climbers"
"FAIL_WRONG_RESULTS","Cardio","Cardio > Trabalho ou viagem > hiit > hiit","cardio>place_work_travel>hiit>hiit","0","A. corrigir filtro; validar equipamento/local antes de devolver resultados","Resultado fora do tipo esperado: Mountain climbers"
"FAIL_WRONG_RESULTS","Cardio","Cardio > Clinica ou fisioterapia > Peso corporal > no_equipment","cardio>place_clinic>bodyweight>no_equipment","0","A. corrigir filtro; validar equipamento/local antes de devolver resultados","Resultado fora do tipo esperado: Mountain climbers"
"FAIL_WRONG_RESULTS","Cardio","Cardio > Clinica ou fisioterapia > Peso corporal > hiit","cardio>place_clinic>bodyweight>hiit","0","A. corrigir filtro; validar equipamento/local antes de devolver resultados","Resultado fora do tipo esperado: Mountain climbers"
"FAIL_WRONG_RESULTS","Cardio","Cardio > Clinica ou fisioterapia > hiit > no_equipment","cardio>place_clinic>hiit>no_equipment","0","A. corrigir filtro; validar equipamento/local antes de devolver resultados","Resultado fora do tipo esperado: Mountain climbers"
"FAIL_WRONG_RESULTS","Cardio","Cardio > Clinica ou fisioterapia > hiit > hiit","cardio>place_clinic>hiit>hiit","0","A. corrigir filtro; validar equipamento/local antes de devolver resultados","Resultado fora do tipo esperado: Mountain climbers"
"FAIL_WRONG_RESULTS","Mobilidade","Mobilidade > Casa sem equipamento > Peso corporal > Geral","mobility>place_home_no_equipment>bodyweight>general_mobility>general_mobility","0","A. corrigir filtro ou D. esconder rota demasiado ampla ate haver mapeamento correto","Resultado fora do tipo esperado: Technical stand-up lento"
"FAIL_WRONG_RESULTS","Mobilidade","Mobilidade > Casa sem equipamento > Chão livre > Geral","mobility>place_home_no_equipment>floor>general_mobility>general_mobility","0","A. corrigir filtro ou D. esconder rota demasiado ampla ate haver mapeamento correto","Resultado fora do tipo esperado: Technical stand-up lento"
"FAIL_WRONG_RESULTS","Mobilidade","Mobilidade > Casa sem equipamento > Parede estável > Geral","mobility>place_home_no_equipment>wall>general_mobility>general_mobility","0","A. corrigir filtro ou D. esconder rota demasiado ampla ate haver mapeamento correto","Resultado fora do tipo esperado: Technical stand-up lento"
"FAIL_WRONG_RESULTS","Mobilidade","Mobilidade > Casa sem equipamento > Tapete / colchonete > Geral","mobility>place_home_no_equipment>mat>general_mobility>general_mobility","0","A. corrigir filtro ou D. esconder rota demasiado ampla ate haver mapeamento correto","Resultado fora do tipo esperado: Technical stand-up lento"
"FAIL_WRONG_RESULTS","Mobilidade","Mobilidade > Casa equipada > Peso corporal > Geral","mobility>place_home_equipped>bodyweight>general_mobility>general_mobility","0","A. corrigir filtro ou D. esconder rota demasiado ampla ate haver mapeamento correto","Resultado fora do tipo esperado: Technical stand-up lento"
"FAIL_WRONG_RESULTS","Mobilidade","Mobilidade > Casa equipada > Chão livre > Geral","mobility>place_home_equipped>floor>general_mobility>general_mobility","0","A. corrigir filtro ou D. esconder rota demasiado ampla ate haver mapeamento correto","Resultado fora do tipo esperado: Technical stand-up lento"
"FAIL_WRONG_RESULTS","Mobilidade","Mobilidade > Casa equipada > Parede estável > Geral","mobility>place_home_equipped>wall>general_mobility>general_mobility","0","A. corrigir filtro ou D. esconder rota demasiado ampla ate haver mapeamento correto","Resultado fora do tipo esperado: Technical stand-up lento"
"FAIL_WRONG_RESULTS","Mobilidade","Mobilidade > Casa equipada > Tapete / colchonete > Geral","mobility>place_home_equipped>mat>general_mobility>general_mobility","0","A. corrigir filtro ou D. esconder rota demasiado ampla ate haver mapeamento correto","Resultado fora do tipo esperado: Technical stand-up lento"
"FAIL_WRONG_RESULTS","Mobilidade","Mobilidade > Ginasio > Peso corporal > Geral","mobility>place_gym>bodyweight>general_mobility>general_mobility","0","A. corrigir filtro ou D. esconder rota demasiado ampla ate haver mapeamento correto","Resultado fora do tipo esperado: Technical stand-up lento"
"FAIL_WRONG_RESULTS","Mobilidade","Mobilidade > Ginasio > Chão livre > Geral","mobility>place_gym>floor>general_mobility>general_mobility","0","A. corrigir filtro ou D. esconder rota demasiado ampla ate haver mapeamento correto","Resultado fora do tipo esperado: Technical stand-up lento"
"FAIL_WRONG_RESULTS","Mobilidade","Mobilidade > Ginasio > Parede estável > Geral","mobility>place_gym>wall>general_mobility>general_mobility","0","A. corrigir filtro ou D. esconder rota demasiado ampla ate haver mapeamento correto","Resultado fora do tipo esperado: Technical stand-up lento"
"FAIL_WRONG_RESULTS","Mobilidade","Mobilidade > Ginasio > Tapete / colchonete > Geral","mobility>place_gym>mat>general_mobility>general_mobility","0","A. corrigir filtro ou D. esconder rota demasiado ampla ate haver mapeamento correto","Resultado fora do tipo esperado: Technical stand-up lento"
"FAIL_WRONG_RESULTS","Mobilidade","Mobilidade > Dojo > Peso corporal > Geral","mobility>place_dojo>bodyweight>general_mobility>general_mobility","0","A. corrigir filtro ou D. esconder rota demasiado ampla ate haver mapeamento correto","Resultado fora do tipo esperado: Technical stand-up lento"
"FAIL_WRONG_RESULTS","Mobilidade","Mobilidade > Dojo > Chão livre > Geral","mobility>place_dojo>floor>general_mobility>general_mobility","0","A. corrigir filtro ou D. esconder rota demasiado ampla ate haver mapeamento correto","Resultado fora do tipo esperado: Technical stand-up lento"
"FAIL_WRONG_RESULTS","Mobilidade","Mobilidade > Dojo > Parede estável > Geral","mobility>place_dojo>wall>general_mobility>general_mobility","0","A. corrigir filtro ou D. esconder rota demasiado ampla ate haver mapeamento correto","Resultado fora do tipo esperado: Technical stand-up lento"
"FAIL_WRONG_RESULTS","Mobilidade","Mobilidade > Dojo > Tapete / colchonete > Geral","mobility>place_dojo>mat>general_mobility>general_mobility","0","A. corrigir filtro ou D. esconder rota demasiado ampla ate haver mapeamento correto","Resultado fora do tipo esperado: Technical stand-up lento"
"FAIL_WRONG_RESULTS","Mobilidade","Mobilidade > Tatami > Peso corporal > Geral","mobility>place_tatami>bodyweight>general_mobility>general_mobility","0","A. corrigir filtro ou D. esconder rota demasiado ampla ate haver mapeamento correto","Resultado fora do tipo esperado: Technical stand-up lento"
"FAIL_WRONG_RESULTS","Mobilidade","Mobilidade > Tatami > Chão livre > Geral","mobility>place_tatami>floor>general_mobility>general_mobility","0","A. corrigir filtro ou D. esconder rota demasiado ampla ate haver mapeamento correto","Resultado fora do tipo esperado: Technical stand-up lento"
"FAIL_WRONG_RESULTS","Mobilidade","Mobilidade > Tatami > Parede estável > Geral","mobility>place_tatami>wall>general_mobility>general_mobility","0","A. corrigir filtro ou D. esconder rota demasiado ampla ate haver mapeamento correto","Resultado fora do tipo esperado: Technical stand-up lento"
"FAIL_WRONG_RESULTS","Mobilidade","Mobilidade > Tatami > Tapete / colchonete > Geral","mobility>place_tatami>mat>general_mobility>general_mobility","0","A. corrigir filtro ou D. esconder rota demasiado ampla ate haver mapeamento correto","Resultado fora do tipo esperado: Technical stand-up lento"
"FAIL_WRONG_RESULTS","Mobilidade","Mobilidade > Exterior > Peso corporal > Geral","mobility>place_outdoor>bodyweight>general_mobility>general_mobility","0","A. corrigir filtro ou D. esconder rota demasiado ampla ate haver mapeamento correto","Resultado fora do tipo esperado: Technical stand-up lento"
"FAIL_WRONG_RESULTS","Mobilidade","Mobilidade > Exterior > Chão livre > Geral","mobility>place_outdoor>floor>general_mobility>general_mobility","0","A. corrigir filtro ou D. esconder rota demasiado ampla ate haver mapeamento correto","Resultado fora do tipo esperado: Technical stand-up lento"
"FAIL_WRONG_RESULTS","Mobilidade","Mobilidade > Exterior > Parede estável > Geral","mobility>place_outdoor>wall>general_mobility>general_mobility","0","A. corrigir filtro ou D. esconder rota demasiado ampla ate haver mapeamento correto","Resultado fora do tipo esperado: Technical stand-up lento"
"FAIL_WRONG_RESULTS","Mobilidade","Mobilidade > Exterior > Tapete / colchonete > Geral","mobility>place_outdoor>mat>general_mobility>general_mobility","0","A. corrigir filtro ou D. esconder rota demasiado ampla ate haver mapeamento correto","Resultado fora do tipo esperado: Technical stand-up lento"
"FAIL_WRONG_RESULTS","Mobilidade","Mobilidade > Trabalho ou viagem > Peso corporal > Geral","mobility>place_work_travel>bodyweight>general_mobility>general_mobility","0","A. corrigir filtro ou D. esconder rota demasiado ampla ate haver mapeamento correto","Resultado fora do tipo esperado: Technical stand-up lento"
"FAIL_WRONG_RESULTS","Mobilidade","Mobilidade > Trabalho ou viagem > Chão livre > Geral","mobility>place_work_travel>floor>general_mobility>general_mobility","0","A. corrigir filtro ou D. esconder rota demasiado ampla ate haver mapeamento correto","Resultado fora do tipo esperado: Technical stand-up lento"
"FAIL_WRONG_RESULTS","Mobilidade","Mobilidade > Trabalho ou viagem > Parede estável > Geral","mobility>place_work_travel>wall>general_mobility>general_mobility","0","A. corrigir filtro ou D. esconder rota demasiado ampla ate haver mapeamento correto","Resultado fora do tipo esperado: Technical stand-up lento"
"FAIL_WRONG_RESULTS","Mobilidade","Mobilidade > Trabalho ou viagem > Tapete / colchonete > Geral","mobility>place_work_travel>mat>general_mobility>general_mobility","0","A. corrigir filtro ou D. esconder rota demasiado ampla ate haver mapeamento correto","Resultado fora do tipo esperado: Technical stand-up lento"
"FAIL_WRONG_RESULTS","Mobilidade","Mobilidade > Clinica ou fisioterapia > Peso corporal > Geral","mobility>place_clinic>bodyweight>general_mobility>general_mobility","0","A. corrigir filtro ou D. esconder rota demasiado ampla ate haver mapeamento correto","Resultado fora do tipo esperado: Technical stand-up lento"
"FAIL_WRONG_RESULTS","Mobilidade","Mobilidade > Clinica ou fisioterapia > Chão livre > Geral","mobility>place_clinic>floor>general_mobility>general_mobility","0","A. corrigir filtro ou D. esconder rota demasiado ampla ate haver mapeamento correto","Resultado fora do tipo esperado: Technical stand-up lento"
"FAIL_WRONG_RESULTS","Mobilidade","Mobilidade > Clinica ou fisioterapia > Parede estável > Geral","mobility>place_clinic>wall>general_mobility>general_mobility","0","A. corrigir filtro ou D. esconder rota demasiado ampla ate haver mapeamento correto","Resultado fora do tipo esperado: Technical stand-up lento"
"FAIL_WRONG_RESULTS","Mobilidade","Mobilidade > Clinica ou fisioterapia > Tapete / colchonete > Geral","mobility>place_clinic>mat>general_mobility>general_mobility","0","A. corrigir filtro ou D. esconder rota demasiado ampla ate haver mapeamento correto","Resultado fora do tipo esperado: Technical stand-up lento"
"FAIL_WRONG_RESULTS","Recuperacao","Recuperacao > Casa sem equipamento > Peso corporal > Caminhada leve","recovery>place_home_no_equipment>bodyweight>easy_walk>easy_walk","0","A. corrigir filtro ou D. esconder rota demasiado ampla ate haver mapeamento correto","Resultado fora do tipo esperado: Respiração diafragmática, Caminhada leve, Relaxamento deitado, Respiração nasal lenta, Arrefecimento pós-treino de força"
